"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"기획재정부한국수출입은행|은행장|이덕훈","933922","565519","0","0","0","0","0","0","0","284904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"기획재정부한국투자공사|사장|은성수","1105644","881220","41832","0","0","0","0","0","10095","0","10760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부|부총리겸장관|이준식","992463","908477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부|차관|이영","274010","497991","0","0","0","0","0","0","26974","0","24730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부|기획조정실장|이기봉","705590","436401","297281","0","0","0","0","0","39251","32843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부|학교정책실장|금용한","236780","232991","32587","0","0","0","0","0","416","0","8834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부|대학정책실장|배성근","485613","18590","49826","0","0","0","0","0","0","18145","4977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부국사편찬위원회|위원장|김정배","1970608","172284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부교원소청심사위원회|위원장|이근우","821695","57095","0","0","0","0","0","0","2881","0","-12441","0","73170","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부강릉원주대학교|총장|반선섭","173148","736064","203667","0","0","0","0","0","31927","19582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부강원대학교|총장|김헌영","991300","1042423","40241","122594","0","0","0","0","22943","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부경상대학교|총장|이상경","848268","596181","0","0","0","0","0","0","272678","0","58034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부경인교육대학교|총장|이재희","430984","747829","98201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부공주교육대학교|총장|안병근","490353","96077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부군산대학교|총장|나의균","307404","484528","0","0","0","0","0","0","53102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부금오공과대학교|총장|김영식","621848","1277713","0","0","0","0","0","0","117","30796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부대구교육대학교|총장|임청환","939699","897453","0","0","0","0","0","0","147657","0","256330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부목포대학교|총장|최일","3393","152197","85137","304306","0","0","0","0","46141","0","0","0","0","55098","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부목포해양대학교|총장|최민선","653709","286770","0","0","0","0","0","0","0","570","0","2367","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부경대학교|총장|김영섭","149406","1065085","12046","0","0","0","0","0","84121","0","80558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산교육대학교|총장|하윤수","166729","159284","0","0","0","0","0","0","0","8520","0","657","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산대학교|총장|전호환","429230","1032703","6945","0","0","0","0","0","0","0","0","76999","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울과학기술대학교|총장|김종호","615904","240304","0","0","0","0","0","0","273574","0","-305225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울교육대학교|총장|김경성","806806","234208","0","0","0","0","0","0","119680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부순천대학교|총장|박진성","326658","82577","0","0","0","0","0","0","1306","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부안동대학교|총장|권태환","365527","13159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부전북대학교|총장|이남호","80732","85817","21860","0","0","0","0","0","15572","0","34986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부제주대학교|총장|허향진","2591920","1480708","113250","0","0","0","0","0","353015","0","3528","1676","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부진주교육대학교|총장|최문성","595897","576063","0","0","0","0","0","0","0","99066","0","56701","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부창원대학교|총장|최해범","527082","649248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부청주교육대학교|총장|윤건영","517872","347148","121830","0","0","0","0","0","0","31607","0","34251","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부춘천교육대학교|총장|이면우","139707","201790","0","0","0","0","0","0","26483","0","1357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충남대학교|총장|오덕성","813326","730371","0","59322","0","0","0","0","0","49161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충북대학교|총장|윤여표","326274","398458","9","0","0","0","0","0","27497","0","8490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한경대학교|총장|태범석","175698","438108","0","0","0","0","0","0","137831","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0",""
"교육부한국교원대학교|총장|류희찬","501527","390724","10032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국교통대학교|총장|김영호","292558","351361","0","0","0","0","0","0","86108","29335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국복지대학교|총장|이상진","769293","385430","13032","76975","0","0","0","0","50895","26949","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국체육대학교|총장|김성조","1153102","1259560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국해양대학교|총장|박한일","1289188","1496575","81609","0","0","0","0","0","79702","142857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한밭대학교|총장|송하영","1217617","36835","0","0","0","0","0","0","9864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부강원대학교|부총장|이현창","229048","170613","153166","0","0","0","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부강원대학교|부총장|최황규","84338","50765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부경상대학교|부총장|강길중","136630","129741","80016","0","0","0","0","0","232459","0","8116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부경대학교|부총장|백인성","431669","637021","0","0","0","0","0","0","0","0","4675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산대학교|부총장|주철안","419888","118439","0","339974","0","0","0","0","6000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산대학교|부총장|오석근","689849","295071","49804","77388","0","0","0","0","0","502","0","2199","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산대학교|부총장|이정주","1122553","913626","0","200000","0","0","0","0","19979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울과학기술대학교|부총장|김연태","2890584","1112615","0","0","0","0","0","0","0","0","1716919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울과학기술대학교|부총장|박익근","1468338","865554","0","0","0","0","0","0","0","0","51485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부제주대학교|부총장|김두철","943110","201139","0","0","0","0","0","0","58061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부제주대학교|부총장|정광중","883502","124106","0","0","0","0","0","0","30841","6073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충남대학교|부총장|진윤수","642729","1425066","0","0","0","0","0","0","0","0","44640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충남대학교|부총장|강용","620238","107480","332177","0","0","0","0","0","196298","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충북대학교|부총장|오기완","845925","927561","0","0","0","0","0","0","58171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충북대학교|부총장|권효식","1047720","364426","59714","96907","0","0","0","0","16268","0","0","122345","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국교원대학교|부총장|주명덕","833523","732985","0","0","0","0","0","0","40885","0","44397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국방송통신대학교|부총장|김외숙","185942","1502131","40193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부국립대학법인서울대학교|총장|성낙인","2003666","498355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부국립대학법인인천대학교|총장|조동성","3467338","2684874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부국가평생교육진흥원|원장|기영화","55832","364104","792","284251","0","0","0","0","0","0","0","42022","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부사립학교교직원연금공단|이사장|김화진","76530","1660793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부재단법인동북아역사재단|이사장|김호섭","1331418","1319273","608704","0","0","0","0","0","0","-116390","0","134935","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국교육학술정보원|원장|한석수","359132","263186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국사학진흥재단|이사장|김혜천","704135","961636","0","0","0","0","0","0","77490","132385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국장학재단|이사장|안양옥","2028869","0","0","0","0","0","0","0","104989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부한국학중앙연구원|원장|이기동","1665472","612542","0","0","0","0","0","0","269758","74958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부경상대학교병원|병원장|신희석","646397","334429","874287","0","0","0","0","0","0","0","164876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부부산대학교병원|병원장|이창훈","947569","434872","0","0","0","0","0","0","106696","355193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울대학교병원|병원장|서창석","1272553","285875","0","0","0","0","0","0","0","89948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부서울대학교치과병원|병원장|허성주","4679556","13218883","1103496","0","0","0","0","0","528786","1231334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부전남대학교병원|병원장|윤택림","1662721","2574858","0","0","0","0","0","0","0","88837","0","155675","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"교육부충북대학교병원|병원장|조명찬","1920538","2715571","0","0","0","0","0","0","249427","181005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|장관|최양희","2007439","1772784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|제1차관|홍남기","487985","140697","47746","0","0","0","0","0","1469","0","1430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|제2차관|최재유","215402","307987","15771","356917","0","0","0","0","2323","0","6985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|창조경제조정관|고경모","399265","1375664","0","0","0","0","0","0","29","406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|기획조정실장|민원기","2929238","1080979","0","0","0","0","0","0","337230","0","49743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|과학기술전략본부장|홍남표","865376","414969","0","0","0","0","0","0","11283","35764","0","2921","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부|정보통신정책실장|김용수","849551","93490","0","0","0","0","0","0","0","14591","0","13004","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부우정사업본부|본부장|김기덕","23344","297788","0","0","0","0","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부국립중앙과학관|관장|양성광","896375","572722","0","0","0","0","0","0","0","1191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부울산과학기술원|총장|정무영","1001767","281038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"미래창조과학부대구경북과학기술원|총장|신성철","1810202","1147133","0","423211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
